time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
510700,2016-09-15 17:51:19,41.2944871526276,-72.96442396355,0,Available with any HD 360 subscription,Available with any HD 360 subscription,156.75737968815,0,0,0,0,10,0,0,156.75737968815,0,0,0,0,0,0,164.8, -1.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0,109.31,156.75737968815,0,6,P-GPS,"Home Point Recorded"
510800,2016-09-15 17:51:19,41.2944873623452,-72.9644238005956,0,,,156.75737968815,0,0,0.088600068452,0.088600068452,10,0,0,156.75737968815,0,0,0.088600068452,0,0,0,164.8, -1.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0,109.31,156.75737968815,0,6,P-GPS,
510900,2016-09-15 17:51:19,41.2944873672593,-72.96442377003,0,,,156.75737968815,0,0,0.094584648696,0.097168310196,10,0,0,156.75737968815,0,0,0.094584648696,0,0,0,164.8, -1.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0,109.31,156.75737968815,0,6,P-GPS,
511000,2016-09-15 17:51:19,41.2944874675175,-72.9644236710895,0,,,156.75737968815,0,0,0.140093836504,0.142705385144,10,0,0,156.75737968815,0,0,0.140093836504,0,0,0,164.7, -1.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0,109.31,156.75737968815,0,6,P-GPS,
511100,2016-09-15 17:51:19,41.2944874680316,-72.9644236713147,0,,,156.75737968815,0,0,0.140212602912,0.142902891712,10,0,0,156.75737968815,0,0,0.140212602912,0,0,0,164.7, -1.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0,109.31,156.75737968815,0,6,P-GPS,
511200,2016-09-15 17:51:19,41.2944876687458,-72.9644235715788,0,,,156.75737968815,0,0,0.216803812712,0.221070217048,10,0,0,156.75737968815,0,0,0.216803812712,0,0,0,164.8, -1.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0,109.31,156.75737968815,0,6,P-GPS,
511300,2016-09-15 17:51:19,41.2944876510313,-72.9644235726548,0,,,156.75737968815,0,0,0.2110646393,0.227540033528,10,0,0,156.75737968815,0,0,0.216803812712,0,0,0,164.8, -1.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0,109.31,156.75737968815,0,6,P-GPS,
511400,2016-09-15 17:51:19,41.294487751996,-72.9644234734493,0,,,156.75737968815,0,0,0.256650926848,0.273327764652,10,0,0,156.75737968815,0,0,0.256650926848,0,0,0,164.8, -1.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0,109.31,156.75737968815,0,6,P-GPS,
511500,2016-09-15 17:51:20,41.2944877528976,-72.9644234744721,0,,,156.75737968815,0,0,0.25678478512,0.27375985128,10,0,0,156.75737968815,0,0,0.25678478512,0,0,0,164.8, -1.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0,109.31,156.75737968815,0,6,P-GPS,
511600,2016-09-15 17:51:20,41.2944879567739,-72.9644233729523,0,,,156.75737968815,0,0,0.33509515508,0.35317914516,10,0,15.255,156.75737968815,0,0,0.33509515508,0,0,0,164.8, -1.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0.575,109.31,156.75737968815,0,6,P-GPS,
511700,2016-09-15 17:51:20,41.2944879570338,-72.9644233738335,0,,,156.75737968815,0,0,0.33506234668,0.35343833152,10,0,15.255,156.75737968815,0,0,0.33509515508,0,0,0,164.8, -1.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0.575,109.31,156.75737968815,0,6,P-GPS,
511800,2016-09-15 17:51:20,41.2944880569131,-72.9644232741112,0,,,156.75737968815,0,0,0.38022310928,0.39899279492,10,0,15.255,156.75737968815,0,0,0.38022310928,0,0,0,164.8, -1.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0.575,109.31,156.75737968815,0,6,P-GPS,
511900,2016-09-15 17:51:20,41.2944880571681,-72.9644232752221,0,,,156.75737968815,0,0,0.38015421164,0.3993110364,10,0,15.255,156.75737968815,0,0,0.38022310928,0,0,0,164.8, -1.8, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0.575,109.31,156.75737968815,0,6,P-GPS,
512000,2016-09-15 17:51:20,41.2944882575637,-72.9644231754221,0,,,156.75737968815,0,0,0.45737534272,0.47737534336,10,0,15.255,156.75737968815,0,0,0.45737534272,0,0,0,164.8, -1.8, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0.575,109.31,156.75737968815,0,6,P-GPS,
512100,2016-09-15 17:51:20,41.2944882577281,-72.9644231750134,0,,,156.75737968815,0,0,0.4574803296,0.47750329612,10,0,15.255,156.75737968815,0,0,0.4574803296,0,0,0,164.8, -1.8, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0.575,109.31,156.75737968815,0,6,P-GPS,
512200,2016-09-15 17:51:20,41.2944884585224,-72.9644230232204,-0.328084,,,156.42929568815,0,0,0.54171261576,0.56175526732,10,0,15.255,156.75737968815,0,0,0.54171261576,0,0,0,164.8, -1.8, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0.575,109.31,156.42929568815,-0.328084,6,P-GPS,
512300,2016-09-15 17:51:20,41.2944884595333,-72.9644230237237,-0.328084,,,156.42929568815,0,0,0.54197180212,0.56214896812,10,0,15.255,156.75737968815,0,0,0.54197180212,0,0,0.223694,164.7, -1.8, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0.575,109.31,156.42929568815,-0.328084,6,P-GPS,
512400,2016-09-15 17:51:20,41.2944886604968,-72.9644229246863,-0.328084,,,156.42929568815,0,0,0.61948164712,0.64033466616,10,0,15.255,156.75737968815,0,0,0.61948164712,0,0,0.223694,164.7, -1.8, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0.575,109.31,156.42929568815,-0.328084,6,P-GPS,
512500,2016-09-15 17:51:21,41.2944886428189,-72.9644229656946,-0.656168,,,156.10121168815,0,0,0.60862534756,0.65329398416,10,0,15.255,156.75737968815,0,0,0.61948164712,0,0,0.223694,164.8, -1.8, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.811,3.814,0,0,0.575,109.31,156.10121168815,-0.656168,6,P-GPS,
512600,2016-09-15 17:51:21,41.2944889435999,-72.9644227666393,-0.656168,,,156.10121168815,0,0,0.73118112576,0.7758530432,10,0,15.255,156.75737968815,0,0,0.73118112576,0,0,0.223694,164.8, -1.8, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.812,3.815,0,0,0.576,109.31,156.10121168815,-0.656168,6,P-GPS,"Taking off"
512700,2016-09-15 17:51:21,41.2944889447442,-72.9644227668193,-0.656168,,,156.10121168815,0,0,0.73153217564,0.77627299072,10,0,15.255,156.75737968815,0,0,0.73153217564,0,0,0,164.7, -1.8, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,164.6,-14.9,0,40,3.812,3.817,3.812,3.815,0,0,0.576,109.31,156.10121168815,-0.656168,11,AutoTakeoff,"Return-to-Home Altitude:98FT"
512800,2016-09-15 17:51:21,41.294489160422,-72.9644226574572,-0.656168,,,156.10121168815,0,0,0.8153543568,0.86047903016,10,0,15.255,156.75737968815,0,0,0.8153543568,0,0,0,164.7, -1.8, -2.6,0,0,1024,1024,1065,1024,0,0,6,0,164.6,-14.9,0,40,3.812,3.817,3.812,3.815,0,0,0.576,109.31,156.10121168815,-0.656168,11,AutoTakeoff,
512900,2016-09-15 17:51:21,41.2944891623149,-72.9644226564776,-0.656168,,,156.10121168815,0,0,0.8160925458,0.8612205,10,0,15.255,156.75737968815,0,0,0.8160925458,0,0,0,164.7, -1.8, -2.6,0,0,1024,1024,1052,1024,0,0,4,0,164.6,-14.9,0,40,3.812,3.817,3.812,3.815,0,0,0.576,109.31,156.10121168815,-0.656168,11,AutoTakeoff,
513100,2016-09-15 17:51:21,41.2944893566374,-72.9644226633021,-0.656168,,,156.10121168815,0,0,0.87958336148,0.93214241828,10,0,15.255,156.75737968815,0,0,0.87958336148,0,0,0.223694,164.7, -1.7, -2.6,0,0,1024,1024,1033,1024,0,0,1,0,164.6,-14.9,0,40,3.812,3.817,3.812,3.815,0,0,0.576,109.31,156.10121168815,-0.656168,11,AutoTakeoff,
513200,2016-09-15 17:51:21,41.2944894578251,-72.9644225621392,-0.984252,,,155.77312768815,0,0,0.92462929468,0.97831696044,10,0,15.255,156.75737968815,0,0,0.92462929468,0,0,0.223694,164.7, -1.7, -2.6,0,0,1024,1024,1064,1024,0,0,6,0,164.6,-14.9,0,40,3.812,3.817,3.812,3.815,0,0,0.576,109.31,155.77312768815,-0.984252,11,AutoTakeoff,
513300,2016-09-15 17:51:21,41.2944894593647,-72.9644225623931,-0.984252,,,155.77312768815,0,0,0.92511157816,0.97888126492,10,0,15.255,156.75737968815,0,0,0.92511157816,0,0,0.447388,164.7, -1.6, -2.6,0,0,1024,1024,1096,1024,0,0,11,0,164.6,-14.9,0,40,3.812,3.817,3.812,3.815,0,0,0.576,109.31,155.77312768815,-0.984252,11,AutoTakeoff,
513400,2016-09-15 17:51:21,41.2944896568616,-72.9644225850591,-1.312336,,,155.44504368815,0,0,0.98872706576,1.05120738272,10,0,15.255,156.75737968815,0,0,0.98872706576,0,0,0.671082,164.7, -1.4, -2.6,0,0,1024,1024,1123,1024,0,0,15,0,164.6,-14.9,0,40,3.812,3.817,3.812,3.815,0,0,0.576,109.31,155.44504368815,-1.312336,11,AutoTakeoff,
513500,2016-09-15 17:51:21,41.2944896638577,-72.964422586635,-1.64042,,,155.11695968815,0,0,0.99092194772,1.05379596548,10,0,15.255,156.75737968815,0,0,0.99092194772,0,0,0.894776,164.6, -1.1, -2.3,0,0,1024,1024,1108,1024,0,0,13,0,164.6,-14.9,0,40,3.812,3.817,3.812,3.815,0,0,0.576,109.31,155.11695968815,-1.64042,11,AutoTakeoff,
513600,2016-09-15 17:51:22,41.2944896871416,-72.9644225708454,-1.968504,,,154.78887568815,0,0,1.00042326036,1.06333008652,10,0,15.255,156.75737968815,0,0,1.00042326036,0,0,0.894776,164.4, 0, -1.9,0,0,1024,1024,1116,1024,0,0,14,0,164.6,-14.9,0,40,3.812,3.817,3.812,3.815,0,0,0.576,109.31,154.78887568815,-1.968504,11,AutoTakeoff,
513800,2016-09-15 17:51:22,41.2944900270379,-72.964422524575,-2.624672,,,154.13270768815,0,0.223694,1.1204560726,1.18798888316,10,0,15.151,156.75737968815,0,0.223694,1.1204560726,0.223694,0,0.223694,163.3, 2.8, 0.7,0,0,1024,1024,1119,1024,0,0,14,0,164.6,-14.9,0,40,3.804,3.784,3.791,3.803,0,0,1.604,109.31,154.13270768815,-2.624672,11,AutoTakeoff,
513900,2016-09-15 17:51:22,41.2944901710238,-72.9644225771201,-2.624672,,,154.13270768815,0,0.447388,1.1649934756,1.24246066968,10,0,15.151,156.75737968815,0,0.447388,1.1649934756,0.447388,0,0,162.6, 2.3, 1.2,0,0,1024,1024,1058,1024,0,0,5,0,164.6,-14.9,0,40,3.804,3.784,3.791,3.803,0,0,1.604,109.31,154.13270768815,-2.624672,11,AutoTakeoff,
514000,2016-09-15 17:51:22,41.2944905081151,-72.9644225561096,-2.624672,,,154.13270768815,0,0.4921268,1.28360240328,1.36558075236,10,0,15.151,156.75737968815,0,0.4921268,1.28360240328,0.447388,-0.223694,-0.447388,162.3, 1.3, 0.8,0,0,1024,1024,1041,1024,0,0,3,0,164.5,-14.9,0,40,3.804,3.784,3.791,3.803,0,0,1.604,109.31,154.13270768815,-2.624672,11,AutoTakeoff,
514100,2016-09-15 17:51:22,41.294490699026,-72.9644227167137,-2.296588,,,154.46079168815,0,0.4921268,1.33828088272,1.4479823298,10,0,15.151,156.75737968815,0,0.4921268,1.33828088272,0.447388,-0.223694,-0.671082,162.3, 0.7, 0.4,0,0,1024,1024,1107,1024,0,0,13,0,164.4,-14.9,0,40,3.804,3.784,3.791,3.803,0,0,1.604,109.31,154.46079168815,-2.296588,11,AutoTakeoff,
514200,2016-09-15 17:51:22,41.2944911494481,-72.9644229448867,-1.968504,,,154.78887568815,0,0.4921268,1.48473101864,1.6238189496,10,0,15.151,156.75737968815,0,0.4921268,1.48473101864,0.447388,-0.223694,-0.894776,162.5, 0, 0.1,0,0,1024,1024,1105,1024,0,0,12,0,164.4,-14.9,0,40,3.804,3.784,3.791,3.803,0,0,1.604,109.31,154.78887568815,-1.968504,11,AutoTakeoff,
514300,2016-09-15 17:51:22,41.2944914088937,-72.9644231234577,-1.64042,,,155.11695968815,0,0.4921268,1.56987865916,1.73038391364,10,0,15.151,156.75737968815,0,0.4921268,1.56987865916,0.447388,-0.223694,-0.894776,162.7, -0.7, -0.2,0,0,1024,1024,1075,1024,0,0,8,0,164.3,-14.9,0,40,3.804,3.784,3.791,3.803,0,0,1.604,109.31,155.11695968815,-1.64042,11,AutoTakeoff,
514400,2016-09-15 17:51:22,41.2944916816886,-72.9644235821529,-1.312336,,,155.44504368815,0,0.7158208,1.65572839944,1.890748092,10,0,15.151,156.75737968815,0,0.7158208,1.65572839944,0.671082,-0.223694,-0.894776,162.9, -1.7, -0.3,0,0,1024,1024,1100,1024,0,0,12,0,164.3,-14.9,0,40,3.804,3.784,3.791,3.803,0,0,1.604,109.31,155.44504368815,-1.312336,11,AutoTakeoff,
514500,2016-09-15 17:51:23,41.2944919585564,-72.9644237675638,-0.984252,,,155.77312768815,0,0.4921268,1.75426186716,2.00382880428,10,0,15.151,156.75737968815,0,0.7158208,1.75426186716,0.447388,-0.223694,-0.894776,163, -2.8, -0.4,0,0,1024,1024,1108,1024,0,0,13,0,164.2,-14.9,0,40,3.804,3.784,3.791,3.803,0,0,1.604,109.31,155.77312768815,-0.984252,11,AutoTakeoff,
514600,2016-09-15 17:51:23,41.2944922067265,-72.9644240489178,-0.984252,,,155.77312768815,0,0.4921268,1.84413391728,2.1227690968,10,0,15.151,156.75737968815,0,0.7158208,1.84413391728,0.447388,-0.223694,-0.894776,163.1, -3.8, -0.4,0,0,1024,1024,1130,1024,0,0,16,0,164.2,-14.9,0,40,3.804,3.784,3.791,3.803,0,0,1.604,109.31,155.77312768815,-0.984252,11,AutoTakeoff,
514700,2016-09-15 17:51:23,41.2944924700937,-72.9644242182692,-0.656168,,,156.10121168815,0,0.4921268,1.94132880228,2.22948497948,10,0,15.151,156.75737968815,0,0.7158208,1.94132880228,0.447388,-0.223694,-0.894776,163.3, -4.6, -0.4,0,0,1024,1024,1112,1024,0,0,13,0,164.2,-14.9,0,40,3.804,3.784,3.791,3.803,0,0,1.604,109.31,156.10121168815,-0.656168,11,AutoTakeoff,
514800,2016-09-15 17:51:23,41.2944926112137,-72.9644244036695,-0.328084,,,156.42929568815,0,0.3131716,1.99521331844,2.30183078232,10,0,15.183,156.75737968815,0,0.7158208,1.99521331844,0.223694,-0.223694,-0.894776,163.3, -4.5, -0.3,0,0,1024,1024,1106,1024,0,0,12,0,164.2,-14.9,0,40,3.78,3.782,3.774,3.775,0,0,2.106,109.31,156.42929568815,-0.328084,11,AutoTakeoff,
514900,2016-09-15 17:51:23,41.2944927475813,-72.9644245519834,0,,,156.75737968815,0,0.3131716,2.04767723088,2.36608275288,10,0,15.183,156.75737968815,0,0.7158208,2.04767723088,0.223694,-0.223694,-1.11847,163.1, -4.4, -0.5,0,0,1024,1024,1109,1024,0,0,13,0,164.1,-14.9,0,40,3.78,3.782,3.774,3.775,0,0,2.106,109.31,156.75737968815,0,11,AutoTakeoff,
515000,2016-09-15 17:51:23,41.2944928385175,-72.9644248512619,0,,,156.75737968815,0,0.223694,2.08871725844,2.45457356936,10,0,15.183,156.75737968815,0,0.7158208,2.08871725844,0,-0.223694,-1.11847,162.9, -4.3, -0.7,0,0,1024,1024,1129,1024,0,0,16,0,164.1,-14.9,0,40,3.78,3.782,3.774,3.775,0,0,2.106,109.31,156.75737968815,0,11,AutoTakeoff,
515100,2016-09-15 17:51:23,41.2944928717023,-72.9644249827535,0.328084,,,157.08546368815,0,0.223694,2.10522316448,2.49259850496,10,0,15.183,157.08546368815,0.328084,0.7158208,2.10522316448,0,-0.223694,-1.11847,162.6, -3.9, -1.1,0,0,1024,956,1094,1024,0,-10,11,0,164.1,-14.9,0,40,3.78,3.782,3.774,3.775,0,0,2.106,109.31,157.08546368815,0.328084,11,AutoTakeoff,
515200,2016-09-15 17:51:23,41.2944928204884,-72.9644251710862,0.984252,,,157.74163168815,0,0,2.09423891216,2.54750336236,10,0,15.183,157.74163168815,0.984252,0.7158208,2.10522316448,0,0,-1.11847,162.4, -3.4, -1.3,0,0,1024,977,1069,1024,0,-7,7,0,164,-14.9,0,40,3.78,3.782,3.774,3.775,0,0,2.106,109.31,157.74163168815,0.984252,11,AutoTakeoff,
515400,2016-09-15 17:51:23,41.2944929408405,-72.9644253620578,1.64042,,,158.39779968815,0,0,2.14633865136,2.6158301362,10,0,15.183,158.39779968815,1.64042,0.7158208,2.14633865136,0,0,-1.11847,162.3, 0, -0.7,0,0,1024,924,1080,1024,0,-15,8,0,164,-14.9,0,40,3.78,3.782,3.774,3.775,0,0,2.106,109.31,158.39779968815,1.64042,11,AutoTakeoff,
515500,2016-09-15 17:51:23,41.294493003749,-72.9644254498682,1.64042,,,158.39779968815,0,0,2.173310437,2.64908801128,10,0,15.183,158.39779968815,1.64042,0.7158208,2.173310437,0,0,-0.894776,162.3, 0.9, -0.4,0,0,1024,931,1063,1024,0,-14,6,0,163.9,-14.9,0,40,3.78,3.782,3.774,3.775,0,0,2.106,109.31,158.39779968815,1.64042,11,AutoTakeoff,
515600,2016-09-15 17:51:24,41.2944931301909,-72.9644255660791,1.968504,,,158.72588368815,0,0.223694,2.22471135728,2.7051510052,10,0,15.183,158.72588368815,1.968504,0.7158208,2.22471135728,0.223694,0,-0.894776,162.4, 1.4, -0.9,0,0,1024,974,1082,1024,0,-8,9,0,163.9,-14.9,0,40,3.78,3.782,3.774,3.775,0,0,2.106,109.31,158.72588368815,1.968504,11,AutoTakeoff,
515700,2016-09-15 17:51:24,41.2944932237988,-72.9644256081087,2.296588,,,159.05396768815,0,0.3131716,2.26047251328,2.74119431344,10,0,15.183,159.05396768815,2.296588,0.7158208,2.26047251328,0.223694,-0.223694,-0.894776,162.5, 1.7, -0.9,0,0,1024,949,1085,1024,0,-11,9,0,163.9,-14.9,0,40,3.78,3.782,3.774,3.775,0,0,2.106,109.31,159.05396768815,2.296588,11,AutoTakeoff,
515800,2016-09-15 17:51:24,41.29449332758,-72.9644259753597,2.624672,,,159.38205168815,0,0.3131716,2.31944233144,2.84875009116,10,0,15.183,159.38205168815,2.624672,0.7158208,2.31944233144,0.223694,-0.223694,-0.894776,162.8, 1.7, -0.4,0,0,1024,1024,1096,1024,0,0,11,0,163.8,-14.9,0,40,3.78,3.782,3.774,3.775,0,0,2.106,109.31,159.38205168815,2.624672,11,AutoTakeoff,
515900,2016-09-15 17:51:24,41.2944935029773,-72.9644261797818,2.952756,,,159.71013568815,0,0.4921268,2.39524613964,2.93381242984,10,0,14.851,159.71013568815,2.952756,0.7158208,2.39524613964,0.447388,-0.223694,-0.894776,162.9, 1.4, -0.4,0,0,1024,1024,1036,1024,0,0,2,0,163.8,-14.9,0,40,3.705,3.715,3.703,3.705,0,0,9.355,109.31,159.71013568815,2.952756,11,AutoTakeoff,
516000,2016-09-15 17:51:24,41.2944936916399,-72.9644263768714,2.952756,,,159.71013568815,0,0.4921268,2.47577435744,3.02131571348,10,0,14.851,159.71013568815,2.952756,0.7158208,2.47577435744,0.447388,-0.223694,-0.894776,162.9, 0.8, -0.3,0,0,1024,1024,1218,1024,0,0,29,0,163.8,-14.9,0,40,3.705,3.715,3.703,3.705,0,0,9.355,109.31,159.71013568815,2.952756,11,AutoTakeoff,
